date,day,month,year,hour,borough,latitude,longitude,1_engine_presence
2019-11-18,6,11,2019,18,1,40.72951,-73.99388,-1
2019-11-18,6,11,2019,18,1,40.72951,-73.99388,1
2019-11-18,6,11,2019,18,1,40.72951,-73.99388,0
2019-11-18,6,11,2019,18,1,40.72951,-73.99388,1
2019-11-18,6,11,2019,18,1,40.72951,-73.99388,1
2019-12-17,0,12,2019,12,1,40.72951,-73.99388,-1
2019-12-17,0,12,2019,12,1,40.72951,-73.99388,-1
2019-12-17,0,12,2019,12,1,40.72951,-73.99388,1
2019-12-17,0,12,2019,12,1,40.72951,-73.99388,-1
2019-12-17,0,12,2019,12,1,40.72951,-73.99388,0
2019-12-17,0,12,2019,12,1,40.72951,-73.99388,-1
2019-12-17,0,12,2019,12,1,40.72951,-73.99388,-1
2019-12-17,0,12,2019,12,1,40.72951,-73.99388,-1
2019-12-17,0,12,2019,12,1,40.72951,-73.99388,0
2019-12-17,0,12,2019,12,1,40.72951,-73.99388,0
2019-12-17,0,12,2019,12,1,40.72951,-73.99388,0
2019-12-17,0,12,2019,12,1,40.72951,-73.99388,1
2019-07-09,0,7,2019,19,1,40.72951,-73.99388,-1
2019-07-09,0,7,2019,19,1,40.72951,-73.99388,-1
2019-07-09,0,7,2019,19,1,40.72951,-73.99388,1
2019-07-09,0,7,2019,19,1,40.72951,-73.99388,1
2019-07-09,0,7,2019,19,1,40.72951,-73.99388,-1
2019-07-09,0,7,2019,19,1,40.72951,-73.99388,-1
2019-07-09,0,7,2019,19,1,40.72951,-73.99388,1
2019-07-09,0,7,2019,19,1,40.72951,-73.99388,1
2019-07-09,0,7,2019,19,1,40.72951,-73.99388,1
2019-07-09,0,7,2019,19,1,40.72951,-73.99388,1
2019-11-03,5,11,2019,20,1,40.72951,-73.99388,-1
2019-11-03,5,11,2019,20,1,40.72951,-73.99388,1
2019-11-03,5,11,2019,20,1,40.72951,-73.99388,1
2019-11-03,5,11,2019,20,1,40.72951,-73.99388,-1
2019-11-03,5,11,2019,20,1,40.72951,-73.99388,1
2019-11-03,5,11,2019,20,1,40.72951,-73.99388,0
2019-11-03,5,11,2019,20,1,40.72951,-73.99388,1
2019-11-03,5,11,2019,20,1,40.72951,-73.99388,1
2019-12-24,0,12,2019,15,1,40.72951,-73.99388,-1
2019-12-24,0,12,2019,15,1,40.72951,-73.99388,1
2019-12-24,0,12,2019,15,1,40.72951,-73.99388,0
2019-12-24,0,12,2019,15,1,40.72951,-73.99388,-1
2019-12-24,0,12,2019,15,1,40.72951,-73.99388,1
2019-12-24,0,12,2019,15,1,40.72951,-73.99388,1
2019-12-24,0,12,2019,15,1,40.72951,-73.99388,0
2019-12-24,0,12,2019,15,1,40.72951,-73.99388,0
2019-12-24,0,12,2019,12,1,40.72951,-73.99388,-1
2019-12-24,0,12,2019,12,1,40.72951,-73.99388,1
2019-12-24,0,12,2019,12,1,40.72951,-73.99388,0
2019-12-24,0,12,2019,12,1,40.72951,-73.99388,-1
2019-12-24,0,12,2019,12,1,40.72951,-73.99388,1
2019-12-24,0,12,2019,12,1,40.72951,-73.99388,1
2019-12-24,0,12,2019,12,1,40.72951,-73.99388,0
2019-12-24,0,12,2019,12,1,40.72951,-73.99388,0
2019-08-19,6,8,2019,10,1,40.72951,-73.99388,1
2019-08-19,6,8,2019,10,1,40.72951,-73.99388,1
2019-08-19,6,8,2019,10,1,40.72951,-73.99388,1
2019-08-19,6,8,2019,10,1,40.72951,-73.99388,0
2019-08-19,6,8,2019,10,1,40.72951,-73.99388,0
2019-08-19,6,8,2019,10,1,40.72951,-73.99388,1
2019-11-03,5,11,2019,8,1,40.72951,-73.99388,-1
2019-11-03,5,11,2019,8,1,40.72951,-73.99388,1
2019-11-03,5,11,2019,8,1,40.72951,-73.99388,0
2019-11-03,5,11,2019,8,1,40.72951,-73.99388,-1
2019-11-03,5,11,2019,8,1,40.72951,-73.99388,0
2019-11-03,5,11,2019,8,1,40.72951,-73.99388,1
2019-11-03,5,11,2019,8,1,40.72951,-73.99388,0
2019-11-03,5,11,2019,8,1,40.72951,-73.99388,0
2019-06-26,1,6,2019,20,1,40.72951,-73.99388,-1
2019-06-26,1,6,2019,20,1,40.72951,-73.99388,1
2019-06-26,1,6,2019,20,1,40.72951,-73.99388,-1
2019-06-26,1,6,2019,20,1,40.72951,-73.99388,1
2019-06-26,1,6,2019,20,1,40.72951,-73.99388,-1
2019-06-26,1,6,2019,20,1,40.72951,-73.99388,-1
2019-06-26,1,6,2019,20,1,40.72951,-73.99388,1
2019-06-26,1,6,2019,20,1,40.72951,-73.99388,0
2019-06-26,1,6,2019,20,1,40.72951,-73.99388,0
2019-06-26,1,6,2019,20,1,40.72951,-73.99388,1
2019-06-15,4,6,2019,20,1,40.72951,-73.99388,1
2019-06-15,4,6,2019,20,1,40.72951,-73.99388,0
2019-06-15,4,6,2019,20,1,40.72951,-73.99388,0
2019-06-15,4,6,2019,20,1,40.72951,-73.99388,0
2019-06-15,4,6,2019,20,1,40.72951,-73.99388,1
2019-06-15,4,6,2019,20,1,40.72951,-73.99388,0
2019-09-15,5,9,2019,20,1,40.72951,-73.99388,-1
2019-09-15,5,9,2019,20,1,40.72951,-73.99388,-1
2019-09-15,5,9,2019,20,1,40.72951,-73.99388,1
2019-09-15,5,9,2019,20,1,40.72951,-73.99388,1
2019-09-15,5,9,2019,20,1,40.72951,-73.99388,-1
2019-09-15,5,9,2019,20,1,40.72951,-73.99388,-1
2019-09-15,5,9,2019,20,1,40.72951,-73.99388,1
2019-09-15,5,9,2019,20,1,40.72951,-73.99388,0
2019-09-15,5,9,2019,20,1,40.72951,-73.99388,1
2019-09-15,5,9,2019,20,1,40.72951,-73.99388,1
2019-11-05,0,11,2019,8,1,40.72951,-73.99388,-1
2019-11-05,0,11,2019,8,1,40.72951,-73.99388,1
2019-11-05,0,11,2019,8,1,40.72951,-73.99388,1
2019-11-05,0,11,2019,8,1,40.72951,-73.99388,-1
2019-11-05,0,11,2019,8,1,40.72951,-73.99388,1
2019-11-05,0,11,2019,8,1,40.72951,-73.99388,1
2019-11-05,0,11,2019,8,1,40.72951,-73.99388,1
2019-11-05,0,11,2019,8,1,40.72951,-73.99388,1
2019-08-02,3,8,2019,19,1,40.73033,-73.9987,-1
2019-08-02,3,8,2019,19,1,40.73033,-73.9987,-1
2019-08-02,3,8,2019,19,1,40.73033,-73.9987,1
2019-08-02,3,8,2019,19,1,40.73033,-73.9987,0
2019-08-02,3,8,2019,19,1,40.73033,-73.9987,-1
2019-08-02,3,8,2019,19,1,40.73033,-73.9987,-1
2019-08-02,3,8,2019,19,1,40.73033,-73.9987,0
2019-08-02,3,8,2019,19,1,40.73033,-73.9987,0
2019-08-02,3,8,2019,19,1,40.73033,-73.9987,1
2019-08-02,3,8,2019,19,1,40.73033,-73.9987,0
2019-12-17,0,12,2019,13,1,40.73033,-73.9987,-1
2019-12-17,0,12,2019,13,1,40.73033,-73.9987,-1
2019-12-17,0,12,2019,13,1,40.73033,-73.9987,-1
2019-12-17,0,12,2019,13,1,40.73033,-73.9987,-1
2019-12-17,0,12,2019,13,1,40.73033,-73.9987,-1
2019-12-17,0,12,2019,13,1,40.73033,-73.9987,-1
2019-12-17,0,12,2019,13,1,40.73033,-73.9987,0
2019-12-17,0,12,2019,13,1,40.73033,-73.9987,0
2019-12-17,0,12,2019,13,1,40.73033,-73.9987,0
2019-12-17,0,12,2019,13,1,40.73033,-73.9987,0
2019-05-17,3,5,2019,14,1,40.73033,-73.9987,-1
2019-05-17,3,5,2019,14,1,40.73033,-73.9987,-1
2019-05-17,3,5,2019,14,1,40.73033,-73.9987,-1
2019-05-17,3,5,2019,14,1,40.73033,-73.9987,-1
2019-05-17,3,5,2019,14,1,40.73033,-73.9987,-1
2019-05-17,3,5,2019,14,1,40.73033,-73.9987,-1
2019-05-17,3,5,2019,14,1,40.73033,-73.9987,0
2019-05-17,3,5,2019,14,1,40.73033,-73.9987,0
2019-05-17,3,5,2019,14,1,40.73033,-73.9987,0
2019-05-17,3,5,2019,14,1,40.73033,-73.9987,0
2019-06-06,2,6,2019,19,1,40.73033,-73.9987,-1
2019-06-06,2,6,2019,19,1,40.73033,-73.9987,1
2019-06-06,2,6,2019,19,1,40.73033,-73.9987,-1
2019-06-06,2,6,2019,19,1,40.73033,-73.9987,1
2019-06-06,2,6,2019,19,1,40.73033,-73.9987,-1
2019-06-06,2,6,2019,19,1,40.73033,-73.9987,-1
2019-06-06,2,6,2019,19,1,40.73033,-73.9987,1
2019-06-06,2,6,2019,19,1,40.73033,-73.9987,0
2019-06-06,2,6,2019,19,1,40.73033,-73.9987,1
2019-06-06,2,6,2019,19,1,40.73033,-73.9987,0
2019-08-02,3,8,2019,18,1,40.73033,-73.9987,-1
2019-08-02,3,8,2019,18,1,40.73033,-73.9987,1
2019-08-02,3,8,2019,18,1,40.73033,-73.9987,0
2019-08-02,3,8,2019,18,1,40.73033,-73.9987,-1
2019-08-02,3,8,2019,18,1,40.73033,-73.9987,0
2019-08-02,3,8,2019,18,1,40.73033,-73.9987,1
2019-08-02,3,8,2019,18,1,40.73033,-73.9987,0
2019-08-02,3,8,2019,18,1,40.73033,-73.9987,0
2019-04-19,3,4,2019,12,1,40.73033,-73.9987,-1
2019-04-19,3,4,2019,12,1,40.73033,-73.9987,-1
2019-04-19,3,4,2019,12,1,40.73033,-73.9987,-1
2019-04-19,3,4,2019,12,1,40.73033,-73.9987,-1
2019-04-19,3,4,2019,12,1,40.73033,-73.9987,0
2019-04-19,3,4,2019,12,1,40.73033,-73.9987,0
2019-04-19,3,4,2019,12,1,40.73033,-73.9987,0
2019-04-19,3,4,2019,12,1,40.73033,-73.9987,0
2019-12-11,1,12,2019,17,1,40.73033,-73.9987,-1
2019-12-11,1,12,2019,17,1,40.73033,-73.9987,-1
2019-12-11,1,12,2019,17,1,40.73033,-73.9987,-1
2019-12-11,1,12,2019,17,1,40.73033,-73.9987,-1
2019-12-11,1,12,2019,17,1,40.73033,-73.9987,0
2019-12-11,1,12,2019,17,1,40.73033,-73.9987,0
2019-12-11,1,12,2019,17,1,40.73033,-73.9987,0
2019-12-11,1,12,2019,17,1,40.73033,-73.9987,0
2019-08-30,3,8,2019,20,1,40.73033,-73.9987,-1
2019-08-30,3,8,2019,20,1,40.73033,-73.9987,1
2019-08-30,3,8,2019,20,1,40.73033,-73.9987,0
2019-08-30,3,8,2019,20,1,40.73033,-73.9987,-1
2019-08-30,3,8,2019,20,1,40.73033,-73.9987,0
2019-08-30,3,8,2019,20,1,40.73033,-73.9987,1
2019-08-30,3,8,2019,20,1,40.73033,-73.9987,0
2019-08-30,3,8,2019,20,1,40.73033,-73.9987,0
2019-08-31,4,8,2019,11,1,40.73033,-73.9987,-1
2019-08-31,4,8,2019,11,1,40.73033,-73.9987,-1
2019-08-31,4,8,2019,11,1,40.73033,-73.9987,-1
2019-08-31,4,8,2019,11,1,40.73033,-73.9987,-1
2019-08-31,4,8,2019,11,1,40.73033,-73.9987,0
2019-08-31,4,8,2019,11,1,40.73033,-73.9987,0
2019-08-31,4,8,2019,11,1,40.73033,-73.9987,0
2019-08-31,4,8,2019,11,1,40.73033,-73.9987,0
2019-09-23,6,9,2019,17,1,40.73033,-73.9987,-1
2019-09-23,6,9,2019,17,1,40.73033,-73.9987,-1
2019-09-23,6,9,2019,17,1,40.73033,-73.9987,-1
2019-09-23,6,9,2019,17,1,40.73033,-73.9987,-1
2019-09-23,6,9,2019,17,1,40.73033,-73.9987,0
2019-09-23,6,9,2019,17,1,40.73033,-73.9987,0
2019-09-23,6,9,2019,17,1,40.73033,-73.9987,0
2019-09-23,6,9,2019,17,1,40.73033,-73.9987,0
2019-08-14,1,8,2019,17,1,40.73033,-73.9987,-1
2019-08-14,1,8,2019,17,1,40.73033,-73.9987,-1
2019-08-14,1,8,2019,17,1,40.73033,-73.9987,0
2019-08-14,1,8,2019,17,1,40.73033,-73.9987,0
2019-08-14,1,8,2019,17,1,40.73033,-73.9987,0
2019-08-14,1,8,2019,17,1,40.73033,-73.9987,0
2019-08-08,2,8,2019,12,1,40.73033,-73.9987,-1
2019-08-08,2,8,2019,12,1,40.73033,-73.9987,-1
2019-08-08,2,8,2019,12,1,40.73033,-73.9987,1
2019-08-08,2,8,2019,12,1,40.73033,-73.9987,0
2019-08-08,2,8,2019,12,1,40.73033,-73.9987,-1
2019-08-08,2,8,2019,12,1,40.73033,-73.9987,-1
2019-08-08,2,8,2019,12,1,40.73033,-73.9987,1
2019-08-08,2,8,2019,12,1,40.73033,-73.9987,1
2019-08-08,2,8,2019,12,1,40.73033,-73.9987,0
2019-08-08,2,8,2019,12,1,40.73033,-73.9987,0
2019-10-31,2,10,2019,20,1,40.73033,-73.9987,-1
2019-10-31,2,10,2019,20,1,40.73033,-73.9987,-1
2019-10-31,2,10,2019,20,1,40.73033,-73.9987,-1
2019-10-31,2,10,2019,20,1,40.73033,-73.9987,-1
2019-10-31,2,10,2019,20,1,40.73033,-73.9987,0
2019-10-31,2,10,2019,20,1,40.73033,-73.9987,0
2019-10-31,2,10,2019,20,1,40.73033,-73.9987,0
2019-10-31,2,10,2019,20,1,40.73033,-73.9987,0
2019-12-30,6,12,2019,20,1,40.73033,-73.9987,-1
2019-12-30,6,12,2019,20,1,40.73033,-73.9987,-1
2019-12-30,6,12,2019,20,1,40.73033,-73.9987,0
2019-12-30,6,12,2019,20,1,40.73033,-73.9987,0
2019-12-30,6,12,2019,20,1,40.73033,-73.9987,0
2019-12-30,6,12,2019,20,1,40.73033,-73.9987,0
2019-12-11,1,12,2019,18,1,40.73033,-73.9987,-1
2019-12-11,1,12,2019,18,1,40.73033,-73.9987,-1
2019-12-11,1,12,2019,18,1,40.73033,-73.9987,-1
2019-12-11,1,12,2019,18,1,40.73033,-73.9987,-1
2019-12-11,1,12,2019,18,1,40.73033,-73.9987,-1
2019-12-11,1,12,2019,18,1,40.73033,-73.9987,-1
2019-12-11,1,12,2019,18,1,40.73033,-73.9987,-1
2019-12-11,1,12,2019,18,1,40.73033,-73.9987,-1
2019-12-11,1,12,2019,18,1,40.73033,-73.9987,1
2019-12-11,1,12,2019,18,1,40.73033,-73.9987,0
2019-12-11,1,12,2019,18,1,40.73033,-73.9987,0
2019-12-11,1,12,2019,18,1,40.73033,-73.9987,0
2019-05-03,3,5,2019,8,1,40.73118,-73.99443000000001,-1
2019-05-03,3,5,2019,8,1,40.73118,-73.99443000000001,-1
2019-05-03,3,5,2019,8,1,40.73118,-73.99443000000001,1
2019-05-03,3,5,2019,8,1,40.73118,-73.99443000000001,0
2019-05-03,3,5,2019,8,1,40.73118,-73.99443000000001,0
2019-05-03,3,5,2019,8,1,40.73118,-73.99443000000001,0
2019-06-28,3,6,2019,12,1,40.73118,-73.99443000000001,-1
2019-06-28,3,6,2019,12,1,40.73118,-73.99443000000001,-1
2019-06-28,3,6,2019,12,1,40.73118,-73.99443000000001,-1
2019-06-28,3,6,2019,12,1,40.73118,-73.99443000000001,-1
2019-06-28,3,6,2019,12,1,40.73118,-73.99443000000001,-1
2019-06-28,3,6,2019,12,1,40.73118,-73.99443000000001,-1
2019-06-28,3,6,2019,12,1,40.73118,-73.99443000000001,1
2019-06-28,3,6,2019,12,1,40.73118,-73.99443000000001,0
2019-06-28,3,6,2019,12,1,40.73118,-73.99443000000001,0
2019-06-28,3,6,2019,12,1,40.73118,-73.99443000000001,0
2019-08-23,3,8,2019,12,1,40.73118,-73.99443000000001,-1
2019-08-23,3,8,2019,12,1,40.73118,-73.99443000000001,-1
2019-08-23,3,8,2019,12,1,40.73118,-73.99443000000001,1
2019-08-23,3,8,2019,12,1,40.73118,-73.99443000000001,0
2019-08-23,3,8,2019,12,1,40.73118,-73.99443000000001,-1
2019-08-23,3,8,2019,12,1,40.73118,-73.99443000000001,-1
2019-08-23,3,8,2019,12,1,40.73118,-73.99443000000001,1
2019-08-23,3,8,2019,12,1,40.73118,-73.99443000000001,1
2019-08-23,3,8,2019,12,1,40.73118,-73.99443000000001,0
2019-08-23,3,8,2019,12,1,40.73118,-73.99443000000001,0
2019-12-21,4,12,2019,18,1,40.73118,-73.99443000000001,-1
2019-12-21,4,12,2019,18,1,40.73118,-73.99443000000001,1
2019-12-21,4,12,2019,18,1,40.73118,-73.99443000000001,0
2019-12-21,4,12,2019,18,1,40.73118,-73.99443000000001,-1
2019-12-21,4,12,2019,18,1,40.73118,-73.99443000000001,0
2019-12-21,4,12,2019,18,1,40.73118,-73.99443000000001,1
2019-12-21,4,12,2019,18,1,40.73118,-73.99443000000001,0
2019-12-21,4,12,2019,18,1,40.73118,-73.99443000000001,0
2019-06-25,0,6,2019,13,1,40.73118,-73.99443000000001,-1
2019-06-25,0,6,2019,13,1,40.73118,-73.99443000000001,1
2019-06-25,0,6,2019,13,1,40.73118,-73.99443000000001,1
2019-06-25,0,6,2019,13,1,40.73118,-73.99443000000001,-1
2019-06-25,0,6,2019,13,1,40.73118,-73.99443000000001,1
2019-06-25,0,6,2019,13,1,40.73118,-73.99443000000001,1
2019-06-25,0,6,2019,13,1,40.73118,-73.99443000000001,0
2019-06-25,0,6,2019,13,1,40.73118,-73.99443000000001,0
2019-07-02,0,7,2019,10,1,40.73118,-73.99443000000001,-1
2019-07-02,0,7,2019,10,1,40.73118,-73.99443000000001,-1
2019-07-02,0,7,2019,10,1,40.73118,-73.99443000000001,1
2019-07-02,0,7,2019,10,1,40.73118,-73.99443000000001,0
2019-07-02,0,7,2019,10,1,40.73118,-73.99443000000001,0
2019-07-02,0,7,2019,10,1,40.73118,-73.99443000000001,0
2019-12-11,1,12,2019,15,1,40.73118,-73.99443000000001,-1
2019-12-11,1,12,2019,15,1,40.73118,-73.99443000000001,-1
2019-12-11,1,12,2019,15,1,40.73118,-73.99443000000001,0
2019-12-11,1,12,2019,15,1,40.73118,-73.99443000000001,0
2019-12-11,1,12,2019,15,1,40.73118,-73.99443000000001,0
2019-12-11,1,12,2019,15,1,40.73118,-73.99443000000001,0
2019-10-03,2,10,2019,9,1,40.73118,-73.99443000000001,-1
2019-10-03,2,10,2019,9,1,40.73118,-73.99443000000001,1
2019-10-03,2,10,2019,9,1,40.73118,-73.99443000000001,1
2019-10-03,2,10,2019,9,1,40.73118,-73.99443000000001,-1
2019-10-03,2,10,2019,9,1,40.73118,-73.99443000000001,1
2019-10-03,2,10,2019,9,1,40.73118,-73.99443000000001,0
2019-10-03,2,10,2019,9,1,40.73118,-73.99443000000001,1
2019-10-03,2,10,2019,9,1,40.73118,-73.99443000000001,1
2019-08-13,0,8,2019,18,1,40.73118,-73.99443000000001,-1
2019-08-13,0,8,2019,18,1,40.73118,-73.99443000000001,-1
2019-08-13,0,8,2019,18,1,40.73118,-73.99443000000001,1
2019-08-13,0,8,2019,18,1,40.73118,-73.99443000000001,1
2019-08-13,0,8,2019,18,1,40.73118,-73.99443000000001,-1
2019-08-13,0,8,2019,18,1,40.73118,-73.99443000000001,-1
2019-08-13,0,8,2019,18,1,40.73118,-73.99443000000001,1
2019-08-13,0,8,2019,18,1,40.73118,-73.99443000000001,1
2019-08-13,0,8,2019,18,1,40.73118,-73.99443000000001,1
2019-08-13,0,8,2019,18,1,40.73118,-73.99443000000001,1
2019-10-02,1,10,2019,11,1,40.7275,-73.99286,-1
2019-10-02,1,10,2019,11,1,40.7275,-73.99286,-1
2019-10-02,1,10,2019,11,1,40.7275,-73.99286,-1
2019-10-02,1,10,2019,11,1,40.7275,-73.99286,1
2019-10-02,1,10,2019,11,1,40.7275,-73.99286,1
2019-10-02,1,10,2019,11,1,40.7275,-73.99286,-1
2019-10-02,1,10,2019,11,1,40.7275,-73.99286,-1
2019-10-02,1,10,2019,11,1,40.7275,-73.99286,-1
2019-10-02,1,10,2019,11,1,40.7275,-73.99286,1
2019-10-02,1,10,2019,11,1,40.7275,-73.99286,0
2019-10-02,1,10,2019,11,1,40.7275,-73.99286,1
2019-10-02,1,10,2019,11,1,40.7275,-73.99286,1
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,-1
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,-1
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,-1
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,-1
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,1
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,1
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,-1
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,-1
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,-1
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,-1
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,1
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,1
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,0
2019-12-08,5,12,2019,11,1,40.7275,-73.99286,0
2019-07-13,4,7,2019,8,1,40.7275,-73.99286,1
2019-07-13,4,7,2019,8,1,40.7275,-73.99286,1
2019-07-13,4,7,2019,8,1,40.7275,-73.99286,1
2019-07-13,4,7,2019,8,1,40.7275,-73.99286,1
2019-07-13,4,7,2019,8,1,40.7275,-73.99286,1
2019-07-13,4,7,2019,8,1,40.7275,-73.99286,1
2019-05-20,6,5,2019,12,1,40.7275,-73.99286,-1
2019-05-20,6,5,2019,12,1,40.7275,-73.99286,1
2019-05-20,6,5,2019,12,1,40.7275,-73.99286,1
2019-05-20,6,5,2019,12,1,40.7275,-73.99286,-1
2019-05-20,6,5,2019,12,1,40.7275,-73.99286,1
2019-05-20,6,5,2019,12,1,40.7275,-73.99286,1
2019-05-20,6,5,2019,12,1,40.7275,-73.99286,1
2019-05-20,6,5,2019,12,1,40.7275,-73.99286,1
2019-09-11,1,9,2019,11,1,40.7275,-73.99286,-1
2019-09-11,1,9,2019,11,1,40.7275,-73.99286,0
2019-09-11,1,9,2019,11,1,40.7275,-73.99286,0
2019-09-11,1,9,2019,11,1,40.7275,-73.99286,-1
2019-09-11,1,9,2019,11,1,40.7275,-73.99286,0
2019-09-11,1,9,2019,11,1,40.7275,-73.99286,0
2019-09-11,1,9,2019,11,1,40.7275,-73.99286,0
2019-09-11,1,9,2019,11,1,40.7275,-73.99286,1
2019-07-18,2,7,2019,11,1,40.7275,-73.99286,-1
2019-07-18,2,7,2019,11,1,40.7275,-73.99286,1
2019-07-18,2,7,2019,11,1,40.7275,-73.99286,0
2019-07-18,2,7,2019,11,1,40.7275,-73.99286,-1
2019-07-18,2,7,2019,11,1,40.7275,-73.99286,0
2019-07-18,2,7,2019,11,1,40.7275,-73.99286,0
2019-07-18,2,7,2019,11,1,40.7275,-73.99286,1
2019-07-18,2,7,2019,11,1,40.7275,-73.99286,0
2019-11-24,5,11,2019,13,1,40.7275,-73.99286,-1
2019-11-24,5,11,2019,13,1,40.7275,-73.99286,-1
2019-11-24,5,11,2019,13,1,40.7275,-73.99286,1
2019-11-24,5,11,2019,13,1,40.7275,-73.99286,0
2019-11-24,5,11,2019,13,1,40.7275,-73.99286,-1
2019-11-24,5,11,2019,13,1,40.7275,-73.99286,-1
2019-11-24,5,11,2019,13,1,40.7275,-73.99286,1
2019-11-24,5,11,2019,13,1,40.7275,-73.99286,0
2019-11-24,5,11,2019,13,1,40.7275,-73.99286,1
2019-11-24,5,11,2019,13,1,40.7275,-73.99286,0
2019-07-13,4,7,2019,10,1,40.7275,-73.99286,-1
2019-07-13,4,7,2019,10,1,40.7275,-73.99286,-1
2019-07-13,4,7,2019,10,1,40.7275,-73.99286,-1
2019-07-13,4,7,2019,10,1,40.7275,-73.99286,1
2019-07-13,4,7,2019,10,1,40.7275,-73.99286,1
2019-07-13,4,7,2019,10,1,40.7275,-73.99286,-1
2019-07-13,4,7,2019,10,1,40.7275,-73.99286,-1
2019-07-13,4,7,2019,10,1,40.7275,-73.99286,-1
2019-07-13,4,7,2019,10,1,40.7275,-73.99286,1
2019-07-13,4,7,2019,10,1,40.7275,-73.99286,0
2019-07-13,4,7,2019,10,1,40.7275,-73.99286,0
2019-07-13,4,7,2019,10,1,40.7275,-73.99286,1
2019-10-06,5,10,2019,20,1,40.7275,-73.99286,-1
2019-10-06,5,10,2019,20,1,40.7275,-73.99286,-1
2019-10-06,5,10,2019,20,1,40.7275,-73.99286,-1
